RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2684,30811680,CNTUD,640,Germany,Female,46,4,51145.84,2,1,1,23771.21,1
2685,25433222,MMFZV,784,France,Female,40,6,2994.67,1,0,0,76140.82,1
2686,87456782,UVBOK,719,France,Female,68,5,87580.47,2,1,0,123324.99,0
2687,68835615,EUQBB,595,Germany,Female,62,5,22936.01,1,1,1,32331.97,1
2688,42382711,QCBTU,751,Spain,Female,39,5,80372.17,1,0,0,169259.2,1
2689,83317578,GTSWZ,459,France,Female,27,7,157052.52,2,1,0,48650.21,0
2690,22834263,GJVAB,603,France,Female,24,4,223619.51,2,0,0,197340.7,0
2691,40647215,ADDRV,437,Spain,Male,90,9,209901.36,3,0,1,184122.35,0
2692,89232916,AGRYG,421,Germany,Female,32,6,63168.55,1,0,1,124865.66,1
2693,76006681,OYWKF,730,Germany,Female,63,2,33520.79,1,1,1,135401.92,0
2694,63873131,ORJOH,379,Spain,Female,78,8,48268.07,2,1,0,111385.23,0
2695,37758455,UZIKG,521,Germany,Male,78,9,242746.66,2,1,1,84309.75,1
2696,53627391,DKXKL,658,Germany,Male,68,2,137368.62,1,0,1,76824.54,1
2697,61844408,AIJVP,743,France,Female,55,5,45625.56,1,1,0,179414.43,0
2698,63889337,IIMUQ,692,France,Male,29,2,210186.54,2,1,0,119557.75,0
2699,56389268,AQSXV,785,France,Male,83,0,98797.81,2,1,1,166425.81,0
2700,38046417,IXORY,526,Spain,Male,71,0,224805.54,1,1,1,107673.5,1
2701,95749316,MGSFT,488,Germany,Female,56,2,65169.28,2,1,1,68334.74,1
2702,37512406,MZMNV,543,Germany,Female,56,3,98305.44,2,0,0,27434.3,1
2703,55516505,AGMEF,535,France,Female,47,1,126236.94,1,1,1,71502.39,1
2704,25851428,AYHTO,567,France,Female,65,8,223153.83,3,1,0,177222.33,0
2705,22155863,UWEFL,513,Spain,Female,48,7,217189.36,2,1,1,145272.62,0
2706,23981528,LRUOB,510,Germany,Female,42,2,143588.77,3,0,1,159307.68,0
2707,50956756,EEFIR,780,Spain,Female,85,6,55443.88,2,1,0,156952.5,0
2708,73467903,TTRZB,362,Germany,Male,68,3,100839.24,3,0,1,32794.76,0
2709,34723448,VBQET,645,Spain,Female,30,4,243908.27,2,0,0,40183.51,0
2710,97384488,KKHBW,438,France,Female,80,3,151943.31,3,1,1,70275.46,1
2711,15403252,ZOXOL,673,Spain,Female,59,8,195274.44,3,0,1,67195.47,0
2712,38204739,QFMAF,391,Spain,Female,71,6,112466.17,2,0,1,22555.4,1
2713,60422654,MANJP,752,France,Female,84,3,133001.82,3,0,1,39159.59,0
2714,14151785,HOFLQ,559,Germany,Female,73,7,107238.53,1,1,1,172683.75,0
2715,39489478,YMQSH,578,Germany,Female,36,1,175730.25,1,0,0,121918.52,0
2716,69509024,APGRR,699,France,Female,63,6,212867.75,1,1,1,75033.77,1
2717,60538135,GVFVG,624,Spain,Male,32,0,126840.89,3,1,1,110030.8,0
2718,47192252,FWYJN,791,Spain,Male,49,7,120216.86,2,0,0,59649.54,1
2719,80393185,ADENY,628,Spain,Female,66,5,85071.62,3,0,1,120930.04,0
2720,27456057,NCRJD,600,Germany,Female,38,4,44274.17,2,0,0,24179.87,0
2721,58515114,QEJDR,659,Spain,Male,82,8,234811.93,3,1,1,181503.63,1
2722,32197928,YKEYV,557,Germany,Female,87,8,79019.93,2,1,1,55684.85,0
2723,54882342,ZKKTC,670,Spain,Female,44,2,200172.87,3,0,0,165624.35,0
2724,97338581,SSQMG,489,France,Male,40,8,178836.76,3,0,0,135399.78,0
2725,85542704,XACNF,629,France,Female,64,8,197729.4,1,1,1,109371.32,0
2726,62777488,UOSSQ,383,Germany,Female,29,1,234192.03,3,1,0,186661.33,0
2727,92249313,XPJIM,658,Germany,Female,83,4,155842.69,1,1,1,39794.5,0
2728,92572229,QYUDH,741,France,Male,22,1,224487.59,2,0,0,32662.72,1
2729,41770093,YDNNK,367,France,Male,26,0,41924.33,2,0,0,71153.43,0
2730,99338053,JOYCN,406,Spain,Female,37,6,156678.14,1,1,0,167742.03,0
2731,23609569,BIGUV,461,France,Male,80,3,193068.9,3,1,0,16688.28,0
2732,78488768,WBTSW,354,Germany,Male,89,4,67910.28,2,0,0,55487.08,0
2733,50907604,MXFEP,759,France,Male,90,3,185188.45,3,1,1,90693.42,0
2734,78546052,QNIUZ,763,Germany,Female,88,5,194619.21,3,0,1,145458.79,0
2735,45210753,LGPEE,531,Germany,Male,47,1,207796.99,3,1,0,66869.48,0
2736,44093077,WHXGE,362,Spain,Male,33,7,78220.73,2,1,1,95141.36,0
2737,36737775,LGFQO,688,Spain,Male,22,3,170401.65,2,1,0,74001.59,0
2738,64856769,QCGWR,634,Spain,Female,46,7,76063.32,3,1,1,27491.45,1
2739,26374601,KSHHT,608,Spain,Male,64,2,184760.1,1,0,0,150348.44,0
2740,88326927,PAPOD,439,France,Male,39,4,115743.42,1,1,0,97662.09,0
2741,33689071,JDEBU,453,Spain,Female,74,2,149386.09,1,1,1,164377.3,0
2742,70910677,AFJIS,728,France,Male,52,6,103960.0,3,0,0,141991.65,0
2743,50104523,NAYAF,535,Spain,Male,77,2,40495.73,1,0,1,20984.89,0
2744,34567790,HGHNO,599,Spain,Male,87,7,44507.38,2,0,0,105014.42,0
2745,63698471,VBNFT,604,Germany,Female,77,8,19392.23,1,1,0,198262.57,0
2746,88107941,AVWDN,425,France,Female,75,1,154518.17,1,0,0,68495.35,0
2747,62499002,FOWNI,735,Germany,Male,20,2,212159.6,3,1,1,103662.04,1
2748,49993954,KMXWV,808,Spain,Male,51,6,5209.21,2,0,0,133886.16,0
2749,98934079,PCGDA,457,France,Male,62,4,16559.88,2,1,1,48430.46,0
2750,64716658,JTHJA,505,Spain,Male,67,9,114366.75,1,0,1,143476.37,0
2751,31595966,SWPZR,431,Germany,Male,19,6,184430.18,3,0,1,135357.57,0
2752,69544511,OCBTO,426,France,Male,32,1,39426.91,3,0,1,81242.49,0
2753,47026182,COPVO,834,Germany,Female,54,3,67912.83,1,1,0,64043.46,0
2754,46319763,PVDGR,819,Spain,Male,32,0,58001.55,2,1,0,184629.51,0
2755,68401945,FXEBC,809,Spain,Male,77,4,99762.8,2,0,0,34134.48,0
2756,86085630,RIXNS,607,Spain,Male,81,7,56249.67,2,1,0,92085.85,0
2757,46185155,ZNSXP,476,France,Female,69,0,88149.67,3,1,1,155726.89,1
2758,38997485,PDTKZ,834,Germany,Male,40,6,182135.65,1,1,1,38146.05,1
2759,27642355,WWYGM,740,Germany,Female,54,6,152752.31,3,1,1,187256.23,0
2760,93261653,GQPEF,631,Spain,Male,58,6,20295.43,2,1,0,109987.96,0
2761,87076110,WIHPA,823,Germany,Male,74,0,159436.42,3,0,1,105914.97,0
2762,84652023,AFAYD,437,France,Male,42,2,119269.29,2,1,1,90612.71,1
2763,15384935,HATXT,553,Spain,Male,54,1,233641.39,1,0,0,174815.54,1
2764,22155092,ACIHU,365,Spain,Male,57,4,72326.08,2,0,0,190203.87,0
2765,24514254,VIELJ,500,Spain,Male,63,1,181541.6,1,0,0,82212.92,0
2766,29678933,LJDIA,773,France,Female,77,4,182715.21,3,1,0,113054.79,1
2767,33063155,MNKNP,603,Spain,Male,36,4,55375.2,3,1,0,69930.4,0
2768,33593741,DVLNG,537,Spain,Male,26,3,225805.91,3,0,0,79923.18,0
2769,96097818,RREAN,678,Spain,Male,86,6,122795.8,2,0,0,15383.38,1
2770,49247228,QMQIW,381,Spain,Female,22,9,169720.84,1,0,1,159327.74,1
2771,69010024,FTLNE,620,Germany,Male,43,5,36463.89,3,0,1,194173.3,0
2772,79748793,ZIDZC,834,Spain,Female,36,1,64450.98,3,1,1,156210.04,1
2773,13133211,RVDUG,746,France,Male,47,3,146526.78,1,0,0,108460.17,0
2774,21616152,MRTLK,354,Spain,Male,65,6,79756.82,2,0,0,167226.9,0
2775,11726199,PGTSM,808,Spain,Female,33,8,124923.23,3,1,1,172997.02,0
2776,22756935,VUARQ,679,Germany,Female,88,8,93501.3,2,0,0,113459.3,0
2777,15071915,FFFUE,657,Spain,Male,35,2,160138.45,2,1,1,188059.92,0
2778,42005216,YDZST,682,Germany,Female,73,0,121786.34,2,0,0,15732.34,1
2779,77552809,YEALW,518,France,Female,38,8,1152.48,3,1,1,11918.24,1
2780,83418978,XSNPR,530,Germany,Male,48,7,162420.21,3,1,1,25477.28,1
2781,60352901,FLRJX,715,Spain,Male,18,6,105530.39,1,1,0,20992.97,0
2782,12276787,DUUIX,527,France,Male,20,5,85424.59,1,0,0,90676.09,0
2783,70974870,LNPPD,492,Spain,Female,42,9,23536.69,2,1,0,188661.01,1
2784,51245272,WZAPC,711,Germany,Male,25,6,55092.42,3,0,0,138292.47,1
2785,33278769,COSFH,597,France,Male,82,8,55943.07,2,1,1,135296.04,1
2786,25342276,FCEJE,476,France,Female,79,5,233842.37,1,1,1,83128.35,0
2787,44829066,DXXFH,612,Germany,Female,24,9,108128.24,2,1,1,111415.63,1
2788,79863927,EUTYU,389,Germany,Male,24,2,10516.46,2,0,1,67793.19,1
2789,11228807,EGRIK,761,France,Female,25,2,34704.17,3,1,1,108389.17,0
2790,35288599,HYCMW,765,France,Female,36,3,19758.17,2,1,1,151865.57,0
2791,65495163,YQGXI,704,Germany,Female,34,9,147217.35,2,1,0,116151.57,1
2792,59840603,OTQDZ,604,Spain,Male,28,9,46655.37,3,1,1,89585.65,0
2793,42134440,FWCQR,492,France,Male,66,7,124639.41,3,0,0,170535.19,0
2794,74825507,KILBO,589,Germany,Male,28,9,92515.52,1,0,1,64614.15,0
2795,51156180,YXDFR,577,Spain,Female,58,8,200969.09,3,1,0,101482.52,0
2796,81572022,YTFTX,690,France,Male,79,7,80122.41,2,1,0,195847.98,0
2797,85912072,BTZIB,547,France,Male,69,9,114566.37,1,1,1,193791.11,0
2798,45823502,QWWPD,414,Germany,Female,83,1,180321.39,1,1,0,11194.08,0
2799,47967791,ZVOAX,737,Spain,Female,85,3,108337.8,1,0,1,111124.35,1
2800,17640167,ECVIF,360,France,Male,84,3,198303.88,1,1,0,74014.66,0
2801,96717649,GJBDR,457,Spain,Female,57,1,165421.09,2,1,1,65332.54,0
2802,17322153,RIDAK,375,Spain,Male,22,7,102632.28,2,0,0,123287.91,0
2803,53391803,BWEYQ,794,France,Male,39,2,125995.48,2,1,1,94797.82,0
2804,46073939,BPPWP,770,Spain,Male,54,1,241800.86,2,1,1,149240.0,0
2805,61588363,TNZED,500,France,Female,28,6,165402.87,1,0,1,15155.5,0
2806,52023297,CLDFF,570,Spain,Female,61,0,226248.81,2,1,0,186109.26,0
2807,28303750,DXOXU,690,France,Male,70,5,44689.63,1,0,1,117842.73,1
2808,94710223,ZOYCD,845,Germany,Male,78,2,120809.04,3,1,1,139972.67,0
2809,67678210,PIUID,586,France,Male,84,2,227165.42,2,0,1,124871.43,0
2810,93110764,DRSBC,586,France,Male,30,4,80653.02,3,0,1,197935.01,1
2811,64134634,QTHCZ,846,France,Female,28,2,241916.05,3,1,0,197396.7,0
2812,73442983,PHVDS,568,Spain,Male,28,3,24269.37,2,1,0,125879.37,0
2813,40284261,KMNDE,836,Germany,Male,24,2,225667.79,1,1,0,139953.03,0
2814,77480480,URAAG,773,Spain,Female,34,6,111303.03,3,1,1,127528.27,0
2815,28737371,JSXBL,810,Spain,Male,65,2,18436.04,2,0,0,69029.38,0
2816,72344320,ICCHL,500,France,Male,31,9,219880.4,3,1,0,46596.58,0
2817,19163766,GJNNQ,472,Spain,Male,80,3,62985.05,3,1,0,86525.0,0
2818,95655047,WXMGU,493,France,Male,81,1,5562.53,2,1,0,139723.8,0
2819,91560164,PLFNB,827,Germany,Male,82,1,33951.78,3,0,0,20635.7,0
2820,69636639,WSKWS,538,Spain,Female,51,8,164778.69,1,0,0,107717.99,0
2821,43833647,ZODOI,604,Spain,Female,26,0,244452.87,1,0,1,87595.49,1
2822,12843236,LIJKA,417,Spain,Female,54,0,27865.53,3,0,1,110222.12,0
2823,22126467,LWQWU,453,France,Female,47,9,115487.01,3,0,0,173443.06,0
2824,84488797,DRRPT,685,France,Male,58,0,45159.14,2,1,1,19045.93,0
2825,66366866,PANHI,508,Spain,Female,62,2,186259.13,1,1,1,155088.57,1
2826,41853087,EOIQL,658,Spain,Female,64,1,29514.72,3,1,1,136712.88,0
2827,32362925,DTFXM,711,Germany,Female,24,2,59960.44,1,0,1,48731.12,0
2828,40781302,TRGRW,758,Germany,Female,31,4,49101.49,3,1,1,149494.9,0
2829,94464768,ODGFN,649,Germany,Female,65,8,138129.95,2,0,0,104310.67,0
2830,59439294,OCXQF,745,Germany,Female,23,1,218296.02,2,0,0,101394.71,0
2831,81335020,WXVLA,439,Germany,Female,51,0,127772.55,1,0,1,101783.4,0
2832,75972086,IEWEZ,706,France,Female,63,5,14560.86,1,0,0,190354.47,1
2833,60122260,OHGAI,605,Germany,Male,76,2,140847.23,3,0,0,189429.26,0
2834,37640477,OVGMH,845,Germany,Female,87,6,199380.25,3,1,0,183585.53,0
2835,51537804,XVLFP,702,Spain,Male,25,5,33039.05,3,1,0,178480.99,0
2836,55145249,EGWHP,569,France,Female,41,6,18177.8,1,1,0,17141.74,0
2837,51682179,GORRF,358,Germany,Female,84,4,46951.94,2,1,0,86113.04,0
2838,39754469,LCQNF,361,Germany,Female,21,0,186521.58,2,0,0,180026.64,0
2839,57384057,ATCNT,674,Germany,Male,18,2,147920.1,1,1,1,153474.05,0
2840,35698550,NFXTF,787,Spain,Male,51,2,135148.66,2,1,1,96765.36,1
2841,30729471,MJMGO,593,Spain,Female,26,6,62369.97,1,0,1,156918.08,0
2842,64148890,ZFUDL,531,Spain,Male,80,2,83059.15,3,0,0,49555.31,0
2843,12592536,AKKHU,633,Germany,Female,27,4,241471.25,1,0,1,123961.86,0
2844,54918675,SAFLG,661,Spain,Male,27,3,60156.31,2,1,0,111269.67,0
2845,75532833,QFNSS,448,Germany,Male,67,3,225411.36,1,1,1,118973.93,0
2846,82613245,EVROD,546,France,Male,61,6,145132.88,1,1,1,147141.13,0
2847,27296381,XOTRZ,831,Germany,Female,65,0,30824.12,1,0,0,190462.4,1
2848,64745732,BNFNE,715,Spain,Male,23,6,116828.09,1,0,1,60162.24,0
2849,30218082,QPLMM,575,France,Male,41,7,237137.18,2,0,0,154029.65,0
2850,71963740,ASTIL,682,Germany,Female,75,2,104641.4,3,0,1,132576.78,0
2851,75454344,PFWXX,452,France,Male,81,2,215846.64,2,0,1,142077.56,0
2852,38190067,XDUYG,455,France,Female,73,3,64107.17,2,0,0,91494.74,0
2853,61359205,IQUZW,714,France,Female,29,5,142730.54,3,1,1,189469.93,0
2854,50990129,DXOVO,717,Germany,Male,52,6,210963.01,2,0,1,101134.69,0
2855,83007749,ALXGC,407,Spain,Female,88,0,230172.11,3,0,1,33102.44,0
2856,51156155,FIVKM,427,Germany,Male,23,3,121455.84,3,0,1,139331.67,0
2857,17946155,YHNCS,424,Spain,Male,82,6,159922.03,1,0,1,34485.13,1
2858,92959736,MKXSB,391,Germany,Female,77,1,745.03,2,0,0,71308.25,0
2859,20384778,SSMWX,771,Germany,Male,85,0,63305.83,3,0,0,53321.08,1
2860,49242670,NYDAX,673,Germany,Male,46,0,69678.03,2,0,0,112397.53,1
2861,16703560,NSCKL,530,Spain,Female,55,9,23373.25,2,0,0,76025.74,0
2862,70336852,UJTQB,382,Germany,Female,39,5,69923.75,3,0,0,40372.11,1
2863,28562775,AXJQX,420,France,Male,25,4,80280.51,1,1,0,160254.73,0
2864,39012949,LDISK,405,Germany,Female,80,0,242191.51,3,1,1,99013.41,1
2865,77642498,IMAJH,454,France,Female,30,9,167150.6,1,1,0,96345.32,1
2866,30709963,ZXRFC,549,Spain,Female,44,2,106501.27,3,1,0,178408.96,1
2867,85211737,QMPSS,450,Spain,Female,35,6,247013.62,3,0,1,112376.63,0
2868,92434203,WPMIO,605,Germany,Male,35,8,38308.08,1,1,1,144880.26,0
2869,67888503,TNKNF,656,Germany,Male,79,8,119012.8,1,1,0,72332.43,0
2870,39581501,UMCVX,423,Germany,Female,31,5,161765.55,2,0,1,116645.0,0
2871,11406368,ENUBH,520,France,Male,28,2,13895.16,3,0,1,148018.79,0
2872,69565730,UIWJZ,726,Spain,Female,34,0,179249.71,2,0,1,66329.68,0
2873,82894131,ILPIL,492,France,Female,68,2,24966.84,2,0,1,140821.49,1
2874,28001960,TDUWB,515,France,Male,31,9,35070.58,1,1,0,118065.0,1
2875,99856306,GGXEP,748,Germany,Male,74,1,39922.38,1,0,0,92496.7,1
2876,65194542,IJWOM,610,Germany,Male,23,4,232222.46,2,0,1,145464.22,0
2877,26150865,FWFXV,570,France,Male,74,7,170808.89,1,0,1,70211.83,0
2878,96017098,JZOLX,432,France,Female,21,4,163856.88,3,1,1,145755.52,0
2879,73349631,FACIN,531,Germany,Female,28,0,138873.37,1,1,0,114711.67,0
2880,47043861,LTCWR,656,Germany,Male,91,2,73201.5,1,0,1,56664.73,0
2881,92974992,ZNJQP,359,France,Female,28,4,155222.43,3,1,0,136972.34,0
2882,20897034,UNMLN,745,Germany,Male,25,6,102537.43,1,0,0,178105.23,1
2883,54474126,PFSQD,353,Germany,Male,76,4,36354.04,2,1,1,68902.66,1
2884,27071962,MIGCM,700,France,Male,38,9,172399.32,2,0,1,164343.06,1
2885,49265186,SZIQY,751,France,Female,82,4,32395.54,2,1,1,73864.77,0
2886,15432019,UKXAQ,685,Spain,Female,41,6,47667.15,1,1,1,166013.04,0
2887,98238972,MTQMB,837,France,Male,47,7,204424.83,1,1,1,19718.7,1
2888,95588239,QZDOY,641,Germany,Male,74,7,165029.27,1,0,1,11370.91,0
2889,64089633,NNVNT,630,France,Male,90,6,157747.79,2,1,1,31519.79,0
2890,64133825,XRBOW,564,France,Male,34,2,104550.7,1,1,0,176049.13,0
2891,20392034,CSQIT,809,France,Female,76,1,99070.13,3,1,0,111407.15,1
2892,26394487,MQNWA,447,Spain,Female,48,0,172565.65,1,0,0,122879.25,0
2893,40671003,XEZVM,769,Spain,Male,81,5,185001.38,2,1,1,170019.04,0
2894,90021414,QRFYV,450,Germany,Male,65,8,127553.3,3,0,0,19622.7,0
2895,56737861,UHDCY,800,Spain,Female,40,2,242317.31,3,0,0,83550.34,0
2896,61484872,KHGKQ,358,France,Male,87,4,238924.89,2,0,1,132187.17,1
2897,46204667,YEAVQ,410,Spain,Female,47,8,103107.37,3,0,0,86889.23,0
2898,53683574,VTSEV,658,France,Female,72,8,205155.56,3,0,1,16104.74,1
2899,72612095,UPBVR,495,Spain,Male,24,6,135816.96,3,1,0,133679.29,0
2900,86802238,FNORW,776,Spain,Female,29,3,127938.97,3,0,1,84366.25,0
2901,38563971,CMQMX,768,Spain,Female,77,1,13741.02,3,1,1,13649.71,1
2902,64351768,LLMSO,412,France,Female,69,1,143493.68,1,1,1,42398.49,0
2903,81415950,CKNCW,470,Spain,Female,44,3,225144.48,2,0,0,51340.61,0
2904,35793044,TNYLI,575,France,Male,29,0,195033.46,2,0,1,107017.01,0
2905,18329442,EACPC,454,France,Female,30,3,196579.29,1,0,0,45411.23,0
2906,66501560,SZOPL,811,Germany,Female,89,5,39982.26,1,1,0,78652.18,0
2907,18831924,RMZUB,609,Spain,Female,79,5,89612.36,2,1,1,152626.5,0
2908,49722995,LZRLY,698,Germany,Male,46,6,58301.23,2,1,0,163466.78,0
2909,13456653,VWQEU,774,Germany,Male,52,4,78978.82,1,1,0,161128.47,0
2910,70186000,EQCXF,604,France,Male,77,8,144884.84,1,1,0,142065.74,0
2911,78997670,OXPQN,778,Spain,Female,46,1,91195.95,3,1,1,112944.34,0
2912,40912354,LTCSF,783,France,Male,48,1,140174.45,1,1,0,114619.76,1
2913,47516108,RPVLO,556,France,Male,78,3,109625.31,1,1,0,191143.64,0
2914,54181713,SSKOK,377,Spain,Male,19,3,71653.89,3,1,0,176795.06,0
2915,14058848,DGRAG,519,France,Female,50,3,23850.86,3,0,0,133458.98,1
2916,72201082,WCRFD,685,Spain,Male,89,0,222959.61,2,1,0,99014.04,0
2917,10809178,INETX,425,Spain,Male,79,3,2843.34,2,0,0,148523.38,1
2918,65109050,GKGYB,465,France,Male,76,4,413.12,1,0,1,21916.02,0
2919,84042970,NNFLM,418,France,Female,57,8,206699.43,3,1,1,189475.56,1
2920,73391073,NAPZV,703,Germany,Female,66,2,249202.74,3,1,1,114040.1,0
2921,51040759,HXYIK,583,France,Male,49,2,181775.71,2,1,1,105530.19,0
2922,29339821,ILYEK,350,Spain,Male,55,4,3818.46,2,1,0,65258.62,1
2923,44275469,AACDE,516,Germany,Male,30,9,56672.56,1,1,0,10644.0,0
2924,99393763,GPJIL,701,Spain,Female,71,5,242955.68,3,1,0,21636.21,0
2925,38398068,STSXE,567,Germany,Female,30,2,202151.06,2,0,0,59971.61,1
2926,76134855,GQXWT,622,France,Male,56,0,141699.96,1,0,1,112893.79,1
2927,26530109,NNBVU,717,France,Female,40,9,59215.18,1,1,1,25880.26,0
2928,33195170,MSBUS,600,France,Male,31,7,3592.55,1,0,0,194689.88,0
2929,37965074,QTZDV,696,Spain,Female,34,0,5215.37,2,0,0,88082.55,0
2930,44575901,LKLPQ,693,Germany,Male,41,1,152995.22,2,0,0,70100.32,1
2931,82888141,SVIYS,768,Spain,Female,75,2,5457.97,2,0,1,109787.33,0
2932,54324346,IQVEN,523,Germany,Male,80,5,248407.54,2,0,1,22347.45,0
2933,80001235,FLQPJ,519,France,Female,51,3,45845.96,2,0,1,171585.63,0
2934,87309808,VJCET,595,Spain,Male,68,3,177676.84,3,1,0,97452.66,0
2935,56276888,YNWUD,772,France,Male,27,8,38764.93,3,0,0,43883.73,0
2936,75257895,BERCZ,439,Spain,Male,89,5,135023.36,3,0,0,40729.54,0
2937,60794649,JCIME,398,France,Male,38,1,20152.82,3,0,1,78581.33,0
2938,20539669,FRJJO,795,Spain,Female,54,6,191694.61,1,0,1,118938.93,0
2939,72670767,PXEBV,643,Spain,Male,24,2,146230.27,1,1,1,89212.11,0
2940,96708216,VEBXH,756,Germany,Female,30,8,21541.67,3,0,0,123391.49,1
2941,57108178,HWCKZ,499,France,Female,47,5,212146.55,2,1,1,144040.77,0
2942,27292909,QVMRG,481,Germany,Male,48,7,136754.65,3,0,0,152212.86,0
2943,29413938,XWOND,782,Germany,Male,22,0,230398.08,3,1,0,86181.56,0
2944,68149762,UKZBE,408,France,Male,49,1,229155.84,1,0,0,146230.63,0
2945,27016233,PNWJS,806,Spain,Male,33,5,230126.95,2,0,1,36885.83,0
2946,60746642,NRLMO,673,Germany,Female,90,2,19446.3,1,0,1,107488.28,0
2947,87337555,UZTJP,548,France,Female,39,0,30239.44,2,1,1,23777.8,0
2948,66043692,YESZL,564,Spain,Female,81,5,246926.45,1,1,1,56380.07,1
2949,44020414,YNECM,735,Germany,Female,61,4,121900.21,3,1,1,120805.47,0
2950,23907579,TKETA,398,Germany,Male,57,8,59553.51,2,1,1,150679.93,1
2951,82562038,HLOGH,821,Germany,Female,54,5,192416.12,1,0,0,28108.78,0
2952,16124152,UBGQJ,581,Spain,Male,33,4,66071.31,3,0,1,49343.27,0
2953,11164795,BVJFF,596,Germany,Male,60,0,181803.92,1,1,1,198460.66,0
2954,53332370,WYCVY,731,Spain,Female,80,0,209321.44,1,0,0,74154.95,0
2955,63009395,IWBLF,828,Germany,Female,32,0,196065.84,1,0,1,63967.75,0
2956,90875917,DLFBF,588,France,Female,61,6,68511.95,3,0,1,26198.85,0
2957,79518245,OVVIJ,764,Germany,Female,26,5,100404.64,2,1,0,142020.13,0
2958,50580924,CVPVN,716,France,Female,82,4,103312.75,1,1,1,106568.14,0
2959,35086627,MLAJP,517,France,Female,61,3,122818.23,3,0,0,39934.67,0
2960,21959207,RKYLL,397,France,Male,37,7,41843.21,1,1,0,130250.66,0
2961,67190864,MGTYK,400,Spain,Male,87,7,113117.51,2,1,0,109894.47,0
2962,73881480,YFYYJ,648,France,Male,91,4,127695.75,1,1,1,117339.61,0
2963,63274943,VJHNK,447,Germany,Female,50,3,132927.25,3,1,0,199022.41,0
2964,30060832,YLRBN,788,Spain,Male,23,1,204975.11,1,0,1,15436.42,0
2965,10077175,NKDGV,565,France,Male,48,6,129333.62,1,1,0,183844.71,0
2966,21074355,ZZNNY,526,Spain,Male,83,4,57695.98,2,1,1,169959.24,0
2967,95964888,EMQAW,729,Spain,Male,35,2,165782.18,2,0,0,88915.14,0
2968,61689101,IPXJQ,823,Spain,Male,45,8,199328.54,2,1,1,177379.81,0
2969,29789002,VXBKL,429,Germany,Male,85,8,79842.92,1,0,1,133226.64,1
2970,60426676,SWCHX,534,France,Female,82,9,161326.48,3,0,1,178977.36,0
2971,78667106,KXNJJ,716,Spain,Female,62,7,36734.5,1,1,1,122998.87,1
2972,42648168,MSJYH,810,Spain,Female,75,0,85481.58,1,0,1,51068.36,0
2973,90183226,IFLDF,748,Spain,Male,64,2,227305.98,1,0,1,119482.06,0
2974,59375565,UFOBB,376,France,Female,83,1,227827.04,1,1,1,44021.83,0
2975,31725224,ETGBZ,801,Spain,Female,69,3,143831.14,2,1,1,36757.31,0
2976,82554179,SBULX,813,Spain,Male,53,1,175587.87,2,1,1,134271.63,0
2977,18552442,TDUPV,797,Germany,Female,18,7,213503.85,2,0,0,190020.56,0
2978,19618395,CODLO,827,France,Male,56,0,239638.3,2,0,0,121814.24,0
2979,46566791,OCVNA,841,Germany,Female,18,3,122471.61,3,0,0,161199.65,0
2980,19714177,QCQZY,763,France,Male,91,4,140393.93,1,0,0,41989.23,0
2981,59626984,AYKXC,769,France,Male,31,9,103910.39,1,0,0,134299.97,1
2982,86914300,IOYWK,544,France,Female,88,3,17995.48,1,0,1,149265.72,0
2983,84313640,GIZUL,563,Germany,Male,40,7,105700.87,3,1,0,17906.76,0
2984,97094903,CKFIH,718,Germany,Female,60,1,197656.83,3,0,0,28461.22,0
2985,15051646,SRBKV,691,Germany,Male,39,8,201221.37,2,0,0,158500.37,0
2986,80734518,DJSWU,463,Germany,Female,77,1,223094.28,1,1,0,93590.5,0
2987,10285711,NAHIZ,591,Spain,Female,44,1,12866.68,1,0,1,87060.39,0
2988,99164252,WITNR,473,Spain,Male,73,1,131788.65,3,0,1,184870.22,0
2989,67244528,QJOWV,654,Spain,Female,19,9,26856.12,1,0,0,198473.51,0
2990,27353135,IBVGN,425,France,Female,56,7,50185.55,3,1,0,155233.06,0
2991,24689949,POAAW,660,Spain,Female,68,2,225054.13,2,1,0,160592.82,1
2992,97217186,JEMVH,818,France,Male,36,9,124197.81,3,1,0,49580.99,0
2993,86350218,YQRIM,661,Germany,Male,79,9,189636.23,1,1,1,46522.83,0
2994,43976813,UBDMA,545,France,Female,88,7,16096.03,3,0,1,196329.73,0
2995,61308081,WCCVV,700,France,Female,84,6,104206.63,3,0,1,142067.43,0
2996,56597588,UEXTY,393,Spain,Male,80,9,168560.07,2,1,0,140474.86,1
2997,21059860,JINNV,764,Germany,Male,22,3,33351.62,1,0,1,64375.71,0
2998,14900164,RKPLT,535,Germany,Female,89,6,81454.47,1,0,0,178431.08,0
2999,19909551,MPRRO,692,Spain,Male,78,7,16136.95,2,0,1,18443.68,0
3000,91061139,UUYNC,595,Germany,Male,88,5,162834.99,3,1,1,62172.17,0
3001,16336356,MQRWC,786,Germany,Female,24,5,242722.81,3,0,0,44226.85,1
3002,32456258,PGEGY,433,Germany,Male,67,2,206761.37,1,1,1,145108.25,0
3003,94287147,UCHDL,556,Spain,Male,63,4,243655.78,3,0,1,145916.5,0
3004,90813044,SOYTJ,500,Germany,Male,89,9,211401.2,2,0,0,111598.98,0
